Data,DateTime,EventNumber,GpsPos,Team
645,2019-08-14 03:37:17,650,N2943.70W09513.45,Team Tosca
90,2019-08-14 03:37:17,760,N2943.70W09513.45,Team Tosca
94,2019-08-14 03:37:17,770,N2943.70W09513.45,Team Tosca
3496,2019-08-14 03:38:17,341,N2943.70W09513.45,Team Tosca
659,2019-08-14 03:38:17,640,N2943.70W09513.45,Team Tosca
645,2019-08-14 03:38:17,650,N2943.70W09513.45,Team Tosca
90,2019-08-14 03:38:17,760,N2943.70W09513.45,Team Tosca
94,2019-08-14 03:38:17,770,N2943.70W09513.45,Team Tosca
3512,2019-08-14 03:39:17,341,N2943.70W09513.45,Team Tosca
654,2019-08-14 03:39:17,640,N2943.70W09513.45,Team Tosca
641,2019-08-14 03:39:17,650,N2943.70W09513.45,Team Tosca
90,2019-08-14 03:39:17,760,N2943.70W09513.45,Team Tosca
94,2019-08-14 03:39:17,770,N2943.70W09513.45,Team Tosca
3531,2019-08-14 03:40:17,341,N2943.70W09513.45,Team Tosca
652,2019-08-14 03:40:17,640,N2943.70W09513.45,Team Tosca
638,2019-08-14 03:40:17,650,N2943.70W09513.45,Team Tosca
90,2019-08-14 03:40:17,760,N2943.70W09513.45,Team Tosca
94,2019-08-14 03:40:17,770,N2943.70W09513.45,Team Tosca
3550,2019-08-14 03:41:17,341,N2943.70W09513.45,Team Tosca
653,2019-08-14 03:41:17,640,N2943.70W09513.45,Team Tosca
637,2019-08-14 03:41:17,650,N2943.70W09513.45,Team Tosca
90,2019-08-14 03:41:17,760,N2943.70W09513.45,Team Tosca
94,2019-08-14 03:41:17,770,N2943.70W09513.45,Team Tosca
3569,2019-08-14 03:42:17,341,N2943.70W09513.45,Team Tosca
653,2019-08-14 03:42:17,640,N2943.70W09513.45,Team Tosca
637,2019-08-14 03:42:17,650,N2943.70W09513.45,Team Tosca
90,2019-08-14 03:42:17,760,N2943.70W09513.45,Team Tosca
94,2019-08-14 03:42:17,770,N2943.70W09513.45,Team Tosca
3588,2019-08-14 03:43:18,341,N2943.70W09513.45,Team Tosca
652,2019-08-14 03:43:18,640,N2943.70W09513.45,Team Tosca
634,2019-08-14 03:43:18,650,N2943.70W09513.45,Team Tosca
90,2019-08-14 03:43:18,760,N2943.70W09513.45,Team Tosca
94,2019-08-14 03:43:18,770,N2943.70W09513.45,Team Tosca
3607,2019-08-14 03:44:18,341,N2943.70W09513.45,Team Tosca
653,2019-08-14 03:44:18,640,N2943.70W09513.45,Team Tosca
635,2019-08-14 03:44:18,650,N2943.70W09513.45,Team Tosca
90,2019-08-14 03:44:18,760,N2943.70W09513.45,Team Tosca
94,2019-08-14 03:44:18,770,N2943.70W09513.45,Team Tosca
3626,2019-08-14 03:45:18,341,N2943.70W09513.45,Team Tosca
653,2019-08-14 03:45:18,640,N2943.70W09513.45,Team Tosca
634,2019-08-14 03:45:18,650,N2943.70W09513.45,Team Tosca
90,2019-08-14 03:45:18,760,N2943.70W09513.45,Team Tosca
94,2019-08-14 03:45:18,770,N2943.70W09513.45,Team Tosca
3644,2019-08-14 03:46:18,341,N2943.70W09513.45,Team Tosca
651,2019-08-14 03:46:18,640,N2943.70W09513.45,Team Tosca
632,2019-08-14 03:46:18,650,N2943.70W09513.45,Team Tosca
90,2019-08-14 03:46:18,760,N2943.70W09513.45,Team Tosca
94,2019-08-14 03:46:18,770,N2943.70W09513.45,Team Tosca
3663,2019-08-14 03:47:18,341,N2943.70W09513.45,Team Tosca
652,2019-08-14 03:47:18,640,N2943.70W09513.45,Team Tosca
631,2019-08-14 03:47:18,650,N2943.70W09513.45,Team Tosca
90,2019-08-14 03:47:18,760,N2943.70W09513.45,Team Tosca
94,2019-08-14 03:47:18,770,N2943.70W09513.45,Team Tosca
3682,2019-08-14 03:48:18,341,N2943.70W09513.45,Team Tosca
650,2019-08-14 03:48:18,640,N2943.70W09513.45,Team Tosca
631,2019-08-14 03:48:18,650,N2943.70W09513.45,Team Tosca
90,2019-08-14 03:48:18,760,N2943.70W09513.45,Team Tosca
94,2019-08-14 03:48:18,770,N2943.70W09513.45,Team Tosca
3700,2019-08-14 03:49:18,341,N2943.70W09513.45,Team Tosca
649,2019-08-14 03:49:18,640,N2943.70W09513.45,Team Tosca
630,2019-08-14 03:49:18,650,N2943.70W09513.45,Team Tosca
90,2019-08-14 03:49:18,760,N2943.70W09513.45,Team Tosca
94,2019-08-14 03:49:18,770,N2943.70W09513.45,Team Tosca
3719,2019-08-14 03:50:18,341,N2943.70W09513.45,Team Tosca
656,2019-08-14 03:50:18,640,N2943.70W09513.45,Team Tosca
629,2019-08-14 03:50:18,650,N2943.70W09513.45,Team Tosca
91,2019-08-14 03:50:18,760,N2943.70W09513.45,Team Tosca
94,2019-08-14 03:50:18,770,N2943.70W09513.45,Team Tosca
3737,2019-08-14 03:51:18,341,N2943.70W09513.45,Team Tosca
654,2019-08-14 03:51:18,640,N2943.70W09513.45,Team Tosca
628,2019-08-14 03:51:18,650,N2943.70W09513.45,Team Tosca
91,2019-08-14 03:51:18,760,N2943.70W09513.45,Team Tosca
94,2019-08-14 03:51:18,770,N2943.70W09513.45,Team Tosca
3755,2019-08-14 03:52:18,341,N2943.70W09513.45,Team Tosca
654,2019-08-14 03:52:18,640,N2943.70W09513.45,Team Tosca
628,2019-08-14 03:52:18,650,N2943.70W09513.45,Team Tosca
91,2019-08-14 03:52:18,760,N2943.70W09513.45,Team Tosca
94,2019-08-14 03:52:18,770,N2943.70W09513.45,Team Tosca
3773,2019-08-14 03:53:18,341,N2943.70W09513.45,Team Tosca
651,2019-08-14 03:53:18,640,N2943.70W09513.45,Team Tosca
626,2019-08-14 03:53:18,650,N2943.70W09513.45,Team Tosca
91,2019-08-14 03:53:18,760,N2943.70W09513.45,Team Tosca
94,2019-08-14 03:53:18,770,N2943.70W09513.45,Team Tosca
3790,2019-08-14 03:54:18,341,N2943.70W09513.45,Team Tosca
648,2019-08-14 03:54:18,640,N2943.70W09513.45,Team Tosca
627,2019-08-14 03:54:18,650,N2943.70W09513.45,Team Tosca
91,2019-08-14 03:54:18,760,N2943.70W09513.45,Team Tosca
94,2019-08-14 03:54:18,770,N2943.70W09513.45,Team Tosca
3807,2019-08-14 03:55:18,341,N2943.70W09513.45,Team Tosca
649,2019-08-14 03:55:18,640,N2943.70W09513.45,Team Tosca
623,2019-08-14 03:55:18,650,N2943.70W09513.45,Team Tosca
91,2019-08-14 03:55:18,760,N2943.70W09513.45,Team Tosca
94,2019-08-14 03:55:18,770,N2943.70W09513.45,Team Tosca
3825,2019-08-14 03:56:18,341,N2943.70W09513.45,Team Tosca
647,2019-08-14 03:56:18,640,N2943.70W09513.45,Team Tosca
623,2019-08-14 03:56:18,650,N2943.70W09513.45,Team Tosca
91,2019-08-14 03:56:18,760,N2943.70W09513.45,Team Tosca
94,2019-08-14 03:56:18,770,N2943.70W09513.45,Team Tosca
3842,2019-08-14 03:57:18,341,N2943.70W09513.45,Team Tosca
646,2019-08-14 03:57:18,640,N2943.70W09513.45,Team Tosca
622,2019-08-14 03:57:18,650,N2943.70W09513.45,Team Tosca
91,2019-08-14 03:57:18,760,N2943.70W09513.45,Team Tosca
94,2019-08-14 03:57:18,770,N2943.70W09513.45,Team Tosca
3859,2019-08-14 03:58:18,341,N2943.70W09513.45,Team Tosca
645,2019-08-14 03:58:18,640,N2943.70W09513.45,Team Tosca
622,2019-08-14 03:58:18,650,N2943.70W09513.45,Team Tosca
91,2019-08-14 03:58:18,760,N2943.70W09513.45,Team Tosca
95,2019-08-14 03:58:18,770,N2943.70W09513.45,Team Tosca
3876,2019-08-14 03:59:18,341,N2943.70W09513.45,Team Tosca
644,2019-08-14 03:59:18,640,N2943.70W09513.45,Team Tosca
628,2019-08-14 03:59:18,650,N2943.70W09513.45,Team Tosca
91,2019-08-14 03:59:18,760,N2943.70W09513.45,Team Tosca
95,2019-08-14 03:59:18,770,N2943.70W09513.45,Team Tosca
3892,2019-08-14 04:00:18,341,N2943.70W09513.45,Team Tosca
643,2019-08-14 04:00:18,640,N2943.70W09513.45,Team Tosca
627,2019-08-14 04:00:18,650,N2943.70W09513.45,Team Tosca
91,2019-08-14 04:00:18,760,N2943.70W09513.45,Team Tosca
95,2019-08-14 04:00:18,770,N2943.70W09513.45,Team Tosca
3909,2019-08-14 04:01:18,341,N2943.70W09513.45,Team Tosca
644,2019-08-14 04:01:18,640,N2943.70W09513.45,Team Tosca
627,2019-08-14 04:01:18,650,N2943.70W09513.45,Team Tosca
91,2019-08-14 04:01:18,760,N2943.70W09513.45,Team Tosca
95,2019-08-14 04:01:18,770,N2943.70W09513.45,Team Tosca
3926,2019-08-14 04:02:18,341,N2943.70W09513.45,Team Tosca
643,2019-08-14 04:02:18,640,N2943.70W09513.45,Team Tosca
627,2019-08-14 04:02:18,650,N2943.70W09513.45,Team Tosca
91,2019-08-14 04:02:18,760,N2943.70W09513.45,Team Tosca
95,2019-08-14 04:02:18,770,N2943.70W09513.45,Team Tosca
3943,2019-08-14 04:03:18,341,N2943.70W09513.45,Team Tosca
641,2019-08-14 04:03:18,640,N2943.70W09513.45,Team Tosca
625,2019-08-14 04:03:18,650,N2943.70W09513.45,Team Tosca
91,2019-08-14 04:03:18,760,N2943.70W09513.45,Team Tosca
95,2019-08-14 04:03:18,770,N2943.70W09513.45,Team Tosca
3959,2019-08-14 04:04:18,341,N2943.70W09513.45,Team Tosca
641,2019-08-14 04:04:18,640,N2943.70W09513.45,Team Tosca
625,2019-08-14 04:04:18,650,N2943.70W09513.45,Team Tosca
91,2019-08-14 04:04:18,760,N2943.70W09513.45,Team Tosca
95,2019-08-14 04:04:18,770,N2943.70W09513.45,Team Tosca
3976,2019-08-14 04:05:18,341,N2943.70W09513.45,Team Tosca
647,2019-08-14 04:05:18,640,N2943.70W09513.45,Team Tosca
624,2019-08-14 04:05:18,650,N2943.70W09513.45,Team Tosca
92,2019-08-14 04:05:18,760,N2943.70W09513.45,Team Tosca
95,2019-08-14 04:05:18,770,N2943.70W09513.45,Team Tosca
3993,2019-08-14 04:06:18,341,N2943.70W09513.45,Team Tosca
647,2019-08-14 04:06:18,640,N2943.70W09513.45,Team Tosca
622,2019-08-14 04:06:18,650,N2943.70W09513.45,Team Tosca
92,2019-08-14 04:06:18,760,N2943.70W09513.45,Team Tosca
95,2019-08-14 04:06:18,770,N2943.70W09513.45,Team Tosca
4009,2019-08-14 04:07:18,341,N2943.70W09513.45,Team Tosca
646,2019-08-14 04:07:18,640,N2943.70W09513.45,Team Tosca
621,2019-08-14 04:07:18,650,N2943.70W09513.45,Team Tosca
92,2019-08-14 04:07:18,760,N2943.70W09513.45,Team Tosca
95,2019-08-14 04:07:18,770,N2943.70W09513.45,Team Tosca
4026,2019-08-14 04:08:19,341,N2943.70W09513.45,Team Tosca
646,2019-08-14 04:08:19,640,N2943.70W09513.45,Team Tosca
620,2019-08-14 04:08:19,650,N2943.70W09513.45,Team Tosca
92,2019-08-14 04:08:19,760,N2943.70W09513.45,Team Tosca
95,2019-08-14 04:08:19,770,N2943.70W09513.45,Team Tosca
4043,2019-08-14 04:09:19,341,N2943.70W09513.45,Team Tosca
659,2019-08-14 04:09:19,640,N2943.70W09513.45,Team Tosca
631,2019-08-14 04:09:19,650,N2943.70W09513.45,Team Tosca
92,2019-08-14 04:09:19,760,N2943.70W09513.45,Team Tosca
95,2019-08-14 04:09:19,770,N2943.70W09513.45,Team Tosca
4061,2019-08-14 04:10:19,341,N2943.70W09513.45,Team Tosca
657,2019-08-14 04:10:19,640,N2943.70W09513.45,Team Tosca
629,2019-08-14 04:10:19,650,N2943.70W09513.45,Team Tosca
92,2019-08-14 04:10:19,760,N2943.70W09513.45,Team Tosca
95,2019-08-14 04:10:19,770,N2943.70W09513.45,Team Tosca
4079,2019-08-14 04:11:19,341,N2943.70W09513.45,Team Tosca
656,2019-08-14 04:11:19,640,N2943.70W09513.45,Team Tosca
627,2019-08-14 04:11:19,650,N2943.70W09513.45,Team Tosca
92,2019-08-14 04:11:19,760,N2943.70W09513.45,Team Tosca
95,2019-08-14 04:11:19,770,N2943.70W09513.45,Team Tosca
4097,2019-08-14 04:12:19,341,N2943.70W09513.45,Team Tosca
651,2019-08-14 04:12:19,640,N2943.70W09513.45,Team Tosca
628,2019-08-14 04:12:19,650,N2943.70W09513.45,Team Tosca
91,2019-08-14 04:12:19,760,N2943.70W09513.45,Team Tosca
95,2019-08-14 04:12:19,770,N2943.70W09513.45,Team Tosca
4115,2019-08-14 04:13:19,341,N2943.70W09513.45,Team Tosca
646,2019-08-14 04:13:19,640,N2943.70W09513.45,Team Tosca
628,2019-08-14 04:13:19,650,N2943.70W09513.45,Team Tosca
91,2019-08-14 04:13:19,760,N2943.70W09513.45,Team Tosca
95,2019-08-14 04:13:19,770,N2943.70W09513.45,Team Tosca
4133,2019-08-14 04:14:19,341,N2943.70W09513.45,Team Tosca
645,2019-08-14 04:14:19,640,N2943.70W09513.45,Team Tosca
627,2019-08-14 04:14:19,650,N2943.70W09513.45,Team Tosca
91,2019-08-14 04:14:19,760,N2943.70W09513.45,Team Tosca
95,2019-08-14 04:14:19,770,N2943.70W09513.45,Team Tosca
4150,2019-08-14 04:15:19,341,N2943.70W09513.45,Team Tosca
644,2019-08-14 04:15:19,640,N2943.70W09513.45,Team Tosca
627,2019-08-14 04:15:19,650,N2943.70W09513.45,Team Tosca
92,2019-08-14 04:15:19,760,N2943.70W09513.45,Team Tosca
95,2019-08-14 04:15:19,770,N2943.70W09513.45,Team Tosca
4168,2019-08-14 04:16:19,341,N2943.70W09513.45,Team Tosca
649,2019-08-14 04:16:19,640,N2943.70W09513.45,Team Tosca
627,2019-08-14 04:16:19,650,N2943.70W09513.45,Team Tosca
92,2019-08-14 04:16:19,760,N2943.70W09513.45,Team Tosca
95,2019-08-14 04:16:19,770,N2943.70W09513.45,Team Tosca
4183,2019-08-14 04:17:19,341,N2943.70W09513.45,Team Tosca
648,2019-08-14 04:17:19,640,N2943.70W09513.45,Team Tosca
626,2019-08-14 04:17:19,650,N2943.70W09513.45,Team Tosca
92,2019-08-14 04:17:19,760,N2943.70W09513.45,Team Tosca
95,2019-08-14 04:17:19,770,N2943.70W09513.45,Team Tosca
4201,2019-08-14 04:18:19,341,N2943.70W09513.45,Team Tosca
648,2019-08-14 04:18:19,640,N2943.70W09513.45,Team Tosca
626,2019-08-14 04:18:19,650,N2943.70W09513.45,Team Tosca
92,2019-08-14 04:18:19,760,N2943.70W09513.45,Team Tosca
95,2019-08-14 04:18:19,770,N2943.70W09513.45,Team Tosca
4218,2019-08-14 04:19:19,341,N2943.70W09513.45,Team Tosca
645,2019-08-14 04:19:19,640,N2943.70W09513.45,Team Tosca
625,2019-08-14 04:19:19,650,N2943.70W09513.45,Team Tosca
92,2019-08-14 04:19:19,760,N2943.70W09513.45,Team Tosca
95,2019-08-14 04:19:19,770,N2943.70W09513.45,Team Tosca
4236,2019-08-14 04:20:19,341,N2943.70W09513.45,Team Tosca
645,2019-08-14 04:20:19,640,N2943.70W09513.45,Team Tosca
626,2019-08-14 04:20:19,650,N2943.70W09513.45,Team Tosca
92,2019-08-14 04:20:19,760,N2943.70W09513.45,Team Tosca
95,2019-08-14 04:20:19,770,N2943.70W09513.45,Team Tosca
4253,2019-08-14 04:21:19,341,N2943.70W09513.45,Team Tosca
642,2019-08-14 04:21:19,640,N2943.70W09513.45,Team Tosca
626,2019-08-14 04:21:19,650,N2943.70W09513.45,Team Tosca
92,2019-08-14 04:21:19,760,N2943.70W09513.45,Team Tosca
95,2019-08-14 04:21:19,770,N2943.70W09513.45,Team Tosca
4271,2019-08-14 04:22:19,341,N2943.70W09513.45,Team Tosca
641,2019-08-14 04:22:19,640,N2943.70W09513.45,Team Tosca
626,2019-08-14 04:22:19,650,N2943.70W09513.45,Team Tosca
92,2019-08-14 04:22:19,760,N2943.70W09513.45,Team Tosca
95,2019-08-14 04:22:19,770,N2943.70W09513.45,Team Tosca
4288,2019-08-14 04:23:19,341,N2943.70W09513.45,Team Tosca
640,2019-08-14 04:23:19,640,N2943.70W09513.45,Team Tosca
626,2019-08-14 04:23:19,650,N2943.70W09513.45,Team Tosca
92,2019-08-14 04:23:19,760,N2943.70W09513.45,Team Tosca
95,2019-08-14 04:23:19,770,N2943.70W09513.45,Team Tosca
4305,2019-08-14 04:24:19,341,N2943.70W09513.45,Team Tosca
637,2019-08-14 04:24:19,640,N2943.70W09513.45,Team Tosca
624,2019-08-14 04:24:19,650,N2943.70W09513.45,Team Tosca
92,2019-08-14 04:24:19,760,N2943.70W09513.45,Team Tosca
95,2019-08-14 04:24:19,770,N2943.70W09513.45,Team Tosca
4322,2019-08-14 04:25:19,341,N2943.70W09513.45,Team Tosca
637,2019-08-14 04:25:19,640,N2943.70W09513.45,Team Tosca
623,2019-08-14 04:25:19,650,N2943.70W09513.45,Team Tosca
92,2019-08-14 04:25:19,760,N2943.70W09513.45,Team Tosca
95,2019-08-14 04:25:19,770,N2943.70W09513.45,Team Tosca
4339,2019-08-14 04:26:19,341,N2943.70W09513.45,Team Tosca
635,2019-08-14 04:26:19,640,N2943.70W09513.45,Team Tosca
621,2019-08-14 04:26:19,650,N2943.70W09513.45,Team Tosca
92,2019-08-14 04:26:19,760,N2943.70W09513.45,Team Tosca
95,2019-08-14 04:26:19,770,N2943.70W09513.45,Team Tosca
4357,2019-08-14 04:27:19,341,N2943.70W09513.45,Team Tosca
634,2019-08-14 04:27:19,640,N2943.70W09513.45,Team Tosca
620,2019-08-14 04:27:19,650,N2943.70W09513.45,Team Tosca
92,2019-08-14 04:27:19,760,N2943.70W09513.45,Team Tosca
95,2019-08-14 04:27:19,770,N2943.70W09513.45,Team Tosca
4373,2019-08-14 04:28:19,341,N2943.70W09513.45,Team Tosca
644,2019-08-14 04:28:19,640,N2943.70W09513.45,Team Tosca
629,2019-08-14 04:28:19,650,N2943.70W09513.45,Team Tosca
92,2019-08-14 04:28:19,760,N2943.70W09513.45,Team Tosca
95,2019-08-14 04:28:19,770,N2943.70W09513.45,Team Tosca
4390,2019-08-14 04:29:19,341,N2943.70W09513.45,Team Tosca
639,2019-08-14 04:29:19,640,N2943.70W09513.45,Team Tosca
624,2019-08-14 04:29:19,650,N2943.70W09513.45,Team Tosca
92,2019-08-14 04:29:19,760,N2943.70W09513.45,Team Tosca
95,2019-08-14 04:29:19,770,N2943.70W09513.45,Team Tosca
4407,2019-08-14 04:30:19,341,N2943.70W09513.45,Team Tosca
640,2019-08-14 04:30:19,640,N2943.70W09513.45,Team Tosca
623,2019-08-14 04:30:19,650,N2943.70W09513.45,Team Tosca
92,2019-08-14 04:30:19,760,N2943.70W09513.45,Team Tosca
95,2019-08-14 04:30:19,770,N2943.70W09513.45,Team Tosca
4423,2019-08-14 04:31:19,341,N2943.70W09513.45,Team Tosca
639,2019-08-14 04:31:19,640,N2943.70W09513.45,Team Tosca
621,2019-08-14 04:31:19,650,N2943.70W09513.45,Team Tosca
92,2019-08-14 04:31:19,760,N2943.70W09513.45,Team Tosca
95,2019-08-14 04:31:19,770,N2943.70W09513.45,Team Tosca
4439,2019-08-14 04:32:19,341,N2943.70W09513.45,Team Tosca
646,2019-08-14 04:32:19,640,N2943.70W09513.45,Team Tosca
621,2019-08-14 04:32:19,650,N2943.70W09513.45,Team Tosca
93,2019-08-14 04:32:19,760,N2943.70W09513.45,Team Tosca
95,2019-08-14 04:32:19,770,N2943.70W09513.45,Team Tosca
0,2019-08-14 04:32:58,290,-,Team Tosca
0,2019-08-14 04:33:12,165,N2943.70W09513.45,Team Tosca
0,2019-08-14 04:33:12,400,-,Team Tosca
668,2019-08-14 04:33:20,640,N2943.70W09513.45,Team Tosca
634,2019-08-14 04:33:20,650,N2943.70W09513.45,Team Tosca
100,2019-08-14 04:33:20,760,N2943.70W09513.45,Team Tosca
100,2019-08-14 04:33:20,770,N2943.70W09513.45,Team Tosca
0,2019-08-14 04:33:35,160,N2943.70W09513.45,Team Tosca
0,2019-08-14 04:33:35,380,-,Team Tosca
0,2019-08-14 04:33:52,190,-,Team Tosca
4456,2019-08-14 04:33:52,340,N2943.70W09513.45,Team Tosca
0,2019-08-14 17:02:21,260,-,Team Tosca
0,2019-08-14 17:02:21,370,-,Team Tosca
0,2019-08-14 17:02:25,150,N2943.70W09513.45,Team Tosca
1,2019-08-14 17:04:06,430,-,Team Tosca
2,2019-08-14 17:04:08,430,-,Team Tosca
0,2019-08-14 17:04:14,390,-,Team Tosca
0,2019-08-14 17:04:17,155,N2943.70W09513.45,Team Tosca
0,2019-08-14 17:04:32,270,N2943.70W09513.45,Team Tosca
0,2019-08-14 17:04:32,805,N2943.70W09513.45,Team Tosca
1,2019-08-14 17:04:49,341,N2943.70W09513.45,Team Tosca
597,2019-08-14 17:04:49,640,N2943.70W09513.45,Team Tosca
469,2019-08-14 17:04:49,650,N2943.70W09513.45,Team Tosca
100,2019-08-14 17:04:49,760,N2943.70W09513.45,Team Tosca
100,2019-08-14 17:04:49,770,N2943.70W09513.45,Team Tosca
10,2019-08-14 17:05:49,341,N2943.70W09513.45,Team Tosca
625,2019-08-14 17:05:49,640,N2943.70W09513.45,Team Tosca
572,2019-08-14 17:05:49,650,N2943.70W09513.45,Team Tosca
100,2019-08-14 17:05:49,760,N2943.70W09513.45,Team Tosca
100,2019-08-14 17:05:49,770,N2943.70W09513.45,Team Tosca
20,2019-08-14 17:06:49,341,N2943.70W09513.45,Team Tosca
630,2019-08-14 17:06:49,640,N2943.70W09513.45,Team Tosca
578,2019-08-14 17:06:49,650,N2943.70W09513.45,Team Tosca
100,2019-08-14 17:06:49,760,N2943.70W09513.45,Team Tosca
100,2019-08-14 17:06:49,770,N2943.70W09513.45,Team Tosca
31,2019-08-14 17:07:49,341,N2943.70W09513.45,Team Tosca
634,2019-08-14 17:07:49,640,N2943.70W09513.45,Team Tosca
583,2019-08-14 17:07:49,650,N2943.70W09513.45,Team Tosca
100,2019-08-14 17:07:49,760,N2943.70W09513.45,Team Tosca
100,2019-08-14 17:07:49,770,N2943.70W09513.45,Team Tosca
41,2019-08-14 17:08:49,341,N2943.70W09513.45,Team Tosca
635,2019-08-14 17:08:49,640,N2943.70W09513.45,Team Tosca
584,2019-08-14 17:08:49,650,N2943.70W09513.45,Team Tosca
100,2019-08-14 17:08:49,760,N2943.70W09513.45,Team Tosca
100,2019-08-14 17:08:49,770,N2943.70W09513.45,Team Tosca
51,2019-08-14 17:09:49,341,N2943.70W09513.45,Team Tosca
627,2019-08-14 17:09:49,640,N2943.70W09513.45,Team Tosca
584,2019-08-14 17:09:49,650,N2943.70W09513.45,Team Tosca
99,2019-08-14 17:09:49,760,N2943.70W09513.45,Team Tosca
100,2019-08-14 17:09:49,770,N2943.70W09513.45,Team Tosca
60,2019-08-14 17:10:49,341,N2943.70W09513.45,Team Tosca
626,2019-08-14 17:10:49,640,N2943.70W09513.45,Team Tosca
584,2019-08-14 17:10:49,650,N2943.70W09513.45,Team Tosca
99,2019-08-14 17:10:49,760,N2943.70W09513.45,Team Tosca
100,2019-08-14 17:10:49,770,N2943.70W09513.45,Team Tosca
70,2019-08-14 17:11:49,341,N2943.70W09513.45,Team Tosca
623,2019-08-14 17:11:49,640,N2943.70W09513.45,Team Tosca
584,2019-08-14 17:11:49,650,N2943.70W09513.45,Team Tosca
99,2019-08-14 17:11:49,760,N2943.70W09513.45,Team Tosca
100,2019-08-14 17:11:49,770,N2943.70W09513.45,Team Tosca
80,2019-08-14 17:12:50,341,N2943.70W09513.45,Team Tosca
626,2019-08-14 17:12:50,640,N2943.70W09513.45,Team Tosca
582,2019-08-14 17:12:50,650,N2943.70W09513.45,Team Tosca
99,2019-08-14 17:12:50,760,N2943.70W09513.45,Team Tosca
100,2019-08-14 17:12:50,770,N2943.70W09513.45,Team Tosca
90,2019-08-14 17:13:50,341,N2943.70W09513.45,Team Tosca
624,2019-08-14 17:13:50,640,N2943.70W09513.45,Team Tosca
583,2019-08-14 17:13:50,650,N2943.70W09513.45,Team Tosca
99,2019-08-14 17:13:50,760,N2943.70W09513.45,Team Tosca
100,2019-08-14 17:13:50,770,N2943.70W09513.45,Team Tosca
101,2019-08-14 17:14:50,341,N2943.70W09513.45,Team Tosca
621,2019-08-14 17:14:50,640,N2943.70W09513.45,Team Tosca
584,2019-08-14 17:14:50,650,N2943.70W09513.45,Team Tosca
98,2019-08-14 17:14:50,760,N2943.70W09513.45,Team Tosca
100,2019-08-14 17:14:50,770,N2943.70W09513.45,Team Tosca
112,2019-08-14 17:15:50,341,N2943.70W09513.45,Team Tosca
613,2019-08-14 17:15:50,640,N2943.70W09513.45,Team Tosca
583,2019-08-14 17:15:50,650,N2943.70W09513.45,Team Tosca
98,2019-08-14 17:15:50,760,N2943.70W09513.45,Team Tosca
100,2019-08-14 17:15:50,770,N2943.70W09513.45,Team Tosca
123,2019-08-14 17:16:50,341,N2943.70W09513.45,Team Tosca
614,2019-08-14 17:16:50,640,N2943.70W09513.45,Team Tosca
584,2019-08-14 17:16:50,650,N2943.70W09513.45,Team Tosca
98,2019-08-14 17:16:50,760,N2943.70W09513.45,Team Tosca
100,2019-08-14 17:16:50,770,N2943.70W09513.45,Team Tosca
134,2019-08-14 17:17:50,341,N2943.70W09513.45,Team Tosca
613,2019-08-14 17:17:50,640,N2943.70W09513.45,Team Tosca
582,2019-08-14 17:17:50,650,N2943.70W09513.45,Team Tosca
98,2019-08-14 17:17:50,760,N2943.70W09513.45,Team Tosca
100,2019-08-14 17:17:50,770,N2943.70W09513.45,Team Tosca
145,2019-08-14 17:18:50,341,N2943.70W09513.45,Team Tosca
613,2019-08-14 17:18:50,640,N2943.70W09513.45,Team Tosca
583,2019-08-14 17:18:50,650,N2943.70W09513.45,Team Tosca
98,2019-08-14 17:18:50,760,N2943.70W09513.45,Team Tosca
100,2019-08-14 17:18:50,770,N2943.70W09513.45,Team Tosca
156,2019-08-14 17:19:50,341,N2943.69W09513.45,Team Tosca
614,2019-08-14 17:19:50,640,N2943.69W09513.45,Team Tosca
585,2019-08-14 17:19:50,650,N2943.69W09513.45,Team Tosca
98,2019-08-14 17:19:50,760,N2943.69W09513.45,Team Tosca
100,2019-08-14 17:19:50,770,N2943.69W09513.45,Team Tosca
167,2019-08-14 17:20:50,341,N2943.69W09513.45,Team Tosca
614,2019-08-14 17:20:50,640,N2943.69W09513.45,Team Tosca
583,2019-08-14 17:20:50,650,N2943.69W09513.45,Team Tosca
98,2019-08-14 17:20:50,760,N2943.69W09513.45,Team Tosca
100,2019-08-14 17:20:50,770,N2943.69W09513.45,Team Tosca
178,2019-08-14 17:21:50,341,N2943.69W09513.45,Team Tosca
615,2019-08-14 17:21:50,640,N2943.69W09513.45,Team Tosca
584,2019-08-14 17:21:50,650,N2943.69W09513.45,Team Tosca
98,2019-08-14 17:21:50,760,N2943.69W09513.45,Team Tosca
100,2019-08-14 17:21:50,770,N2943.69W09513.45,Team Tosca
189,2019-08-14 17:22:50,341,N2943.70W09513.45,Team Tosca
616,2019-08-14 17:22:50,640,N2943.70W09513.45,Team Tosca
583,2019-08-14 17:22:50,650,N2943.70W09513.45,Team Tosca
98,2019-08-14 17:22:50,760,N2943.70W09513.45,Team Tosca
100,2019-08-14 17:22:50,770,N2943.70W09513.45,Team Tosca
199,2019-08-14 17:23:50,341,N2943.70W09513.45,Team Tosca
616,2019-08-14 17:23:50,640,N2943.70W09513.45,Team Tosca
584,2019-08-14 17:23:50,650,N2943.70W09513.45,Team Tosca
98,2019-08-14 17:23:50,760,N2943.70W09513.45,Team Tosca
100,2019-08-14 17:23:50,770,N2943.70W09513.45,Team Tosca
210,2019-08-14 17:24:50,341,N2943.69W09513.45,Team Tosca
