Data,DateTime,EventNumber,GpsPos,Team
238,2019-06-23 13:08:19,331,N3709.66W00653.95,Team Tosca
782,2019-06-23 13:08:19,640,N3709.66W00653.95,Team Tosca
753,2019-06-23 13:08:19,650,N3709.66W00653.95,Team Tosca
74,2019-06-23 13:08:19,760,N3709.66W00653.95,Team Tosca
79,2019-06-23 13:08:19,770,N3709.66W00653.95,Team Tosca
250,2019-06-23 13:09:19,331,N3709.66W00653.95,Team Tosca
781,2019-06-23 13:09:19,640,N3709.66W00653.95,Team Tosca
753,2019-06-23 13:09:19,650,N3709.66W00653.95,Team Tosca
74,2019-06-23 13:09:19,760,N3709.66W00653.95,Team Tosca
79,2019-06-23 13:09:19,770,N3709.66W00653.95,Team Tosca
263,2019-06-23 13:10:19,331,N3709.66W00653.95,Team Tosca
776,2019-06-23 13:10:19,640,N3709.66W00653.95,Team Tosca
737,2019-06-23 13:10:19,650,N3709.66W00653.95,Team Tosca
74,2019-06-23 13:10:19,760,N3709.66W00653.95,Team Tosca
78,2019-06-23 13:10:19,770,N3709.66W00653.95,Team Tosca
275,2019-06-23 13:11:19,331,N3709.66W00653.95,Team Tosca
765,2019-06-23 13:11:19,640,N3709.66W00653.95,Team Tosca
730,2019-06-23 13:11:19,650,N3709.66W00653.95,Team Tosca
73,2019-06-23 13:11:19,760,N3709.66W00653.95,Team Tosca
78,2019-06-23 13:11:19,770,N3709.66W00653.95,Team Tosca
287,2019-06-23 13:12:19,331,N3709.66W00653.95,Team Tosca
759,2019-06-23 13:12:19,640,N3709.66W00653.95,Team Tosca
733,2019-06-23 13:12:19,650,N3709.66W00653.95,Team Tosca
73,2019-06-23 13:12:19,760,N3709.66W00653.95,Team Tosca
78,2019-06-23 13:12:19,770,N3709.66W00653.95,Team Tosca
297,2019-06-23 13:13:19,331,N3709.66W00653.95,Team Tosca
759,2019-06-23 13:13:19,640,N3709.66W00653.95,Team Tosca
732,2019-06-23 13:13:19,650,N3709.66W00653.95,Team Tosca
73,2019-06-23 13:13:19,760,N3709.66W00653.95,Team Tosca
78,2019-06-23 13:13:19,770,N3709.66W00653.95,Team Tosca
310,2019-06-23 13:14:19,331,N3709.66W00653.95,Team Tosca
756,2019-06-23 13:14:19,640,N3709.66W00653.95,Team Tosca
730,2019-06-23 13:14:19,650,N3709.66W00653.95,Team Tosca
73,2019-06-23 13:14:19,760,N3709.66W00653.95,Team Tosca
78,2019-06-23 13:14:19,770,N3709.66W00653.95,Team Tosca
322,2019-06-23 13:15:19,331,N3709.66W00653.95,Team Tosca
758,2019-06-23 13:15:19,640,N3709.66W00653.95,Team Tosca
731,2019-06-23 13:15:19,650,N3709.66W00653.95,Team Tosca
73,2019-06-23 13:15:19,760,N3709.66W00653.95,Team Tosca
78,2019-06-23 13:15:19,770,N3709.66W00653.95,Team Tosca
334,2019-06-23 13:16:19,331,N3709.66W00653.95,Team Tosca
758,2019-06-23 13:16:19,640,N3709.66W00653.95,Team Tosca
730,2019-06-23 13:16:19,650,N3709.66W00653.95,Team Tosca
73,2019-06-23 13:16:19,760,N3709.66W00653.95,Team Tosca
78,2019-06-23 13:16:19,770,N3709.66W00653.95,Team Tosca
346,2019-06-23 13:17:19,331,N3709.66W00653.95,Team Tosca
758,2019-06-23 13:17:19,640,N3709.66W00653.95,Team Tosca
730,2019-06-23 13:17:19,650,N3709.66W00653.95,Team Tosca
73,2019-06-23 13:17:19,760,N3709.66W00653.95,Team Tosca
78,2019-06-23 13:17:19,770,N3709.66W00653.95,Team Tosca
0,2019-06-23 13:18:05,240,-,Team Tosca
752,2019-06-23 13:18:19,640,N3709.66W00653.95,Team Tosca
734,2019-06-23 13:18:19,650,N3709.66W00653.95,Team Tosca
73,2019-06-23 13:18:19,760,N3709.66W00653.95,Team Tosca
78,2019-06-23 13:18:19,770,N3709.66W00653.95,Team Tosca
0,2019-06-23 13:18:36,805,N3709.66W00653.95,Team Tosca
370,2019-06-23 13:19:19,331,N3709.66W00653.95,Team Tosca
759,2019-06-23 13:19:19,640,N3709.66W00653.95,Team Tosca
730,2019-06-23 13:19:19,650,N3709.66W00653.95,Team Tosca
73,2019-06-23 13:19:19,760,N3709.66W00653.95,Team Tosca
78,2019-06-23 13:19:19,770,N3709.66W00653.95,Team Tosca
382,2019-06-23 13:20:19,331,N3709.66W00653.95,Team Tosca
752,2019-06-23 13:20:19,640,N3709.66W00653.95,Team Tosca
728,2019-06-23 13:20:19,650,N3709.66W00653.95,Team Tosca
73,2019-06-23 13:20:19,760,N3709.66W00653.95,Team Tosca
78,2019-06-23 13:20:19,770,N3709.66W00653.95,Team Tosca
394,2019-06-23 13:21:19,331,N3709.66W00653.95,Team Tosca
755,2019-06-23 13:21:19,640,N3709.66W00653.95,Team Tosca
730,2019-06-23 13:21:19,650,N3709.66W00653.95,Team Tosca
73,2019-06-23 13:21:19,760,N3709.66W00653.95,Team Tosca
78,2019-06-23 13:21:19,770,N3709.66W00653.95,Team Tosca
406,2019-06-23 13:22:19,331,N3709.66W00653.95,Team Tosca
763,2019-06-23 13:22:19,640,N3709.66W00653.95,Team Tosca
725,2019-06-23 13:22:19,650,N3709.66W00653.95,Team Tosca
74,2019-06-23 13:22:19,760,N3709.66W00653.95,Team Tosca
78,2019-06-23 13:22:19,770,N3709.66W00653.95,Team Tosca
418,2019-06-23 13:23:19,331,N3709.66W00653.95,Team Tosca
757,2019-06-23 13:23:19,640,N3709.66W00653.95,Team Tosca
728,2019-06-23 13:23:19,650,N3709.66W00653.95,Team Tosca
73,2019-06-23 13:23:19,760,N3709.66W00653.95,Team Tosca
78,2019-06-23 13:23:19,770,N3709.66W00653.95,Team Tosca
430,2019-06-23 13:24:19,331,N3709.66W00653.95,Team Tosca
754,2019-06-23 13:24:19,640,N3709.66W00653.95,Team Tosca
729,2019-06-23 13:24:19,650,N3709.66W00653.95,Team Tosca
73,2019-06-23 13:24:19,760,N3709.66W00653.95,Team Tosca
78,2019-06-23 13:24:19,770,N3709.66W00653.95,Team Tosca
442,2019-06-23 13:25:20,331,N3709.66W00653.95,Team Tosca
757,2019-06-23 13:25:20,640,N3709.66W00653.95,Team Tosca
727,2019-06-23 13:25:20,650,N3709.66W00653.95,Team Tosca
74,2019-06-23 13:25:20,760,N3709.66W00653.95,Team Tosca
78,2019-06-23 13:25:20,770,N3709.66W00653.95,Team Tosca
454,2019-06-23 13:26:20,331,N3709.66W00653.95,Team Tosca
763,2019-06-23 13:26:20,640,N3709.66W00653.95,Team Tosca
727,2019-06-23 13:26:20,650,N3709.66W00653.95,Team Tosca
73,2019-06-23 13:26:20,760,N3709.66W00653.95,Team Tosca
78,2019-06-23 13:26:20,770,N3709.66W00653.95,Team Tosca
466,2019-06-23 13:27:20,331,N3709.66W00653.95,Team Tosca
762,2019-06-23 13:27:20,640,N3709.66W00653.95,Team Tosca
732,2019-06-23 13:27:20,650,N3709.66W00653.95,Team Tosca
74,2019-06-23 13:27:20,760,N3709.66W00653.95,Team Tosca
78,2019-06-23 13:27:20,770,N3709.66W00653.95,Team Tosca
478,2019-06-23 13:28:20,331,N3709.66W00653.95,Team Tosca
762,2019-06-23 13:28:20,640,N3709.66W00653.95,Team Tosca
732,2019-06-23 13:28:20,650,N3709.66W00653.95,Team Tosca
74,2019-06-23 13:28:20,760,N3709.66W00653.95,Team Tosca
78,2019-06-23 13:28:20,770,N3709.66W00653.95,Team Tosca
490,2019-06-23 13:29:20,331,N3709.66W00653.95,Team Tosca
755,2019-06-23 13:29:20,640,N3709.66W00653.95,Team Tosca
734,2019-06-23 13:29:20,650,N3709.66W00653.95,Team Tosca
74,2019-06-23 13:29:20,760,N3709.66W00653.95,Team Tosca
78,2019-06-23 13:29:20,770,N3709.66W00653.95,Team Tosca
502,2019-06-23 13:30:20,331,N3709.66W00653.95,Team Tosca
761,2019-06-23 13:30:20,640,N3709.66W00653.95,Team Tosca
728,2019-06-23 13:30:20,650,N3709.66W00653.95,Team Tosca
74,2019-06-23 13:30:20,760,N3709.66W00653.95,Team Tosca
78,2019-06-23 13:30:20,770,N3709.66W00653.95,Team Tosca
514,2019-06-23 13:31:20,331,N3709.66W00653.95,Team Tosca
764,2019-06-23 13:31:20,640,N3709.66W00653.95,Team Tosca
726,2019-06-23 13:31:20,650,N3709.66W00653.95,Team Tosca
74,2019-06-23 13:31:20,760,N3709.66W00653.95,Team Tosca
78,2019-06-23 13:31:20,770,N3709.66W00653.95,Team Tosca
526,2019-06-23 13:32:20,331,N3709.66W00653.95,Team Tosca
763,2019-06-23 13:32:20,640,N3709.66W00653.95,Team Tosca
727,2019-06-23 13:32:20,650,N3709.66W00653.95,Team Tosca
74,2019-06-23 13:32:20,760,N3709.66W00653.95,Team Tosca
78,2019-06-23 13:32:20,770,N3709.66W00653.95,Team Tosca
538,2019-06-23 13:33:20,331,N3709.66W00653.95,Team Tosca
757,2019-06-23 13:33:20,640,N3709.66W00653.95,Team Tosca
728,2019-06-23 13:33:20,650,N3709.66W00653.95,Team Tosca
73,2019-06-23 13:33:20,760,N3709.66W00653.95,Team Tosca
78,2019-06-23 13:33:20,770,N3709.66W00653.95,Team Tosca
549,2019-06-23 13:34:20,331,N3709.66W00653.95,Team Tosca
752,2019-06-23 13:34:20,640,N3709.66W00653.95,Team Tosca
728,2019-06-23 13:34:20,650,N3709.66W00653.95,Team Tosca
73,2019-06-23 13:34:20,760,N3709.66W00653.95,Team Tosca
78,2019-06-23 13:34:20,770,N3709.66W00653.95,Team Tosca
561,2019-06-23 13:35:20,331,N3709.66W00653.95,Team Tosca
752,2019-06-23 13:35:20,640,N3709.66W00653.95,Team Tosca
725,2019-06-23 13:35:20,650,N3709.66W00653.95,Team Tosca
73,2019-06-23 13:35:20,760,N3709.66W00653.95,Team Tosca
78,2019-06-23 13:35:20,770,N3709.66W00653.95,Team Tosca
573,2019-06-23 13:36:20,331,N3709.66W00653.95,Team Tosca
765,2019-06-23 13:36:20,640,N3709.66W00653.95,Team Tosca
722,2019-06-23 13:36:20,650,N3709.66W00653.95,Team Tosca
74,2019-06-23 13:36:20,760,N3709.66W00653.95,Team Tosca
78,2019-06-23 13:36:20,770,N3709.66W00653.95,Team Tosca
585,2019-06-23 13:37:20,331,N3709.66W00653.95,Team Tosca
760,2019-06-23 13:37:20,640,N3709.66W00653.95,Team Tosca
730,2019-06-23 13:37:20,650,N3709.66W00653.95,Team Tosca
73,2019-06-23 13:37:20,760,N3709.66W00653.95,Team Tosca
78,2019-06-23 13:37:20,770,N3709.66W00653.95,Team Tosca
596,2019-06-23 13:38:20,331,N3709.66W00653.95,Team Tosca
752,2019-06-23 13:38:20,640,N3709.66W00653.95,Team Tosca
735,2019-06-23 13:38:20,650,N3709.66W00653.95,Team Tosca
73,2019-06-23 13:38:20,760,N3709.66W00653.95,Team Tosca
79,2019-06-23 13:38:20,770,N3709.66W00653.95,Team Tosca
608,2019-06-23 13:39:20,331,N3709.66W00653.95,Team Tosca
752,2019-06-23 13:39:20,640,N3709.66W00653.95,Team Tosca
725,2019-06-23 13:39:20,650,N3709.66W00653.95,Team Tosca
73,2019-06-23 13:39:20,760,N3709.66W00653.95,Team Tosca
78,2019-06-23 13:39:20,770,N3709.66W00653.95,Team Tosca
619,2019-06-23 13:40:20,331,N3709.66W00653.95,Team Tosca
752,2019-06-23 13:40:20,640,N3709.66W00653.95,Team Tosca
723,2019-06-23 13:40:20,650,N3709.66W00653.95,Team Tosca
73,2019-06-23 13:40:20,760,N3709.66W00653.95,Team Tosca
78,2019-06-23 13:40:20,770,N3709.66W00653.95,Team Tosca
631,2019-06-23 13:41:20,331,N3709.66W00653.95,Team Tosca
755,2019-06-23 13:41:20,640,N3709.66W00653.95,Team Tosca
722,2019-06-23 13:41:20,650,N3709.66W00653.95,Team Tosca
73,2019-06-23 13:41:20,760,N3709.66W00653.95,Team Tosca
78,2019-06-23 13:41:20,770,N3709.66W00653.95,Team Tosca
642,2019-06-23 13:42:20,331,N3709.66W00653.95,Team Tosca
765,2019-06-23 13:42:20,640,N3709.66W00653.95,Team Tosca
723,2019-06-23 13:42:20,650,N3709.66W00653.95,Team Tosca
74,2019-06-23 13:42:20,760,N3709.66W00653.95,Team Tosca
78,2019-06-23 13:42:20,770,N3709.66W00653.95,Team Tosca
654,2019-06-23 13:43:20,331,N3709.66W00653.95,Team Tosca
762,2019-06-23 13:43:20,640,N3709.66W00653.95,Team Tosca
723,2019-06-23 13:43:20,650,N3709.66W00653.95,Team Tosca
73,2019-06-23 13:43:20,760,N3709.66W00653.95,Team Tosca
78,2019-06-23 13:43:20,770,N3709.66W00653.95,Team Tosca
665,2019-06-23 13:44:20,331,N3709.66W00653.95,Team Tosca
761,2019-06-23 13:44:20,640,N3709.66W00653.95,Team Tosca
730,2019-06-23 13:44:20,650,N3709.66W00653.95,Team Tosca
74,2019-06-23 13:44:20,760,N3709.66W00653.95,Team Tosca
79,2019-06-23 13:44:20,770,N3709.66W00653.95,Team Tosca
676,2019-06-23 13:45:20,331,N3709.66W00653.95,Team Tosca
760,2019-06-23 13:45:20,640,N3709.66W00653.95,Team Tosca
733,2019-06-23 13:45:20,650,N3709.66W00653.95,Team Tosca
73,2019-06-23 13:45:20,760,N3709.66W00653.95,Team Tosca
78,2019-06-23 13:45:20,770,N3709.66W00653.95,Team Tosca
687,2019-06-23 13:46:20,331,N3709.66W00653.95,Team Tosca
754,2019-06-23 13:46:20,640,N3709.66W00653.95,Team Tosca
733,2019-06-23 13:46:20,650,N3709.66W00653.95,Team Tosca
73,2019-06-23 13:46:20,760,N3709.66W00653.95,Team Tosca
79,2019-06-23 13:46:20,770,N3709.66W00653.95,Team Tosca
699,2019-06-23 13:47:20,331,N3709.66W00653.95,Team Tosca
755,2019-06-23 13:47:20,640,N3709.66W00653.95,Team Tosca
736,2019-06-23 13:47:20,650,N3709.66W00653.95,Team Tosca
73,2019-06-23 13:47:20,760,N3709.66W00653.95,Team Tosca
79,2019-06-23 13:47:20,770,N3709.66W00653.95,Team Tosca
710,2019-06-23 13:48:20,331,N3709.66W00653.95,Team Tosca
751,2019-06-23 13:48:20,640,N3709.66W00653.95,Team Tosca
725,2019-06-23 13:48:20,650,N3709.66W00653.95,Team Tosca
73,2019-06-23 13:48:20,760,N3709.66W00653.95,Team Tosca
78,2019-06-23 13:48:20,770,N3709.66W00653.95,Team Tosca
0,2019-06-23 13:48:36,240,-,Team Tosca
0,2019-06-23 13:49:08,805,N3709.66W00653.95,Team Tosca
721,2019-06-23 13:49:20,331,N3709.66W00653.95,Team Tosca
756,2019-06-23 13:49:20,640,N3709.66W00653.95,Team Tosca
723,2019-06-23 13:49:20,650,N3709.66W00653.95,Team Tosca
73,2019-06-23 13:49:20,760,N3709.66W00653.95,Team Tosca
78,2019-06-23 13:49:20,770,N3709.66W00653.95,Team Tosca
732,2019-06-23 13:50:21,331,N3709.66W00653.95,Team Tosca
762,2019-06-23 13:50:21,640,N3709.66W00653.95,Team Tosca
730,2019-06-23 13:50:21,650,N3709.66W00653.95,Team Tosca
74,2019-06-23 13:50:21,760,N3709.66W00653.95,Team Tosca
79,2019-06-23 13:50:21,770,N3709.66W00653.95,Team Tosca
743,2019-06-23 13:51:21,331,N3709.66W00653.95,Team Tosca
764,2019-06-23 13:51:21,640,N3709.66W00653.95,Team Tosca
725,2019-06-23 13:51:21,650,N3709.66W00653.95,Team Tosca
74,2019-06-23 13:51:21,760,N3709.66W00653.95,Team Tosca
79,2019-06-23 13:51:21,770,N3709.66W00653.95,Team Tosca
753,2019-06-23 13:52:21,331,N3709.66W00653.95,Team Tosca
756,2019-06-23 13:52:21,640,N3709.66W00653.95,Team Tosca
730,2019-06-23 13:52:21,650,N3709.66W00653.95,Team Tosca
74,2019-06-23 13:52:21,760,N3709.66W00653.95,Team Tosca
78,2019-06-23 13:52:21,770,N3709.66W00653.95,Team Tosca
764,2019-06-23 13:53:21,331,N3709.66W00653.95,Team Tosca
761,2019-06-23 13:53:21,640,N3709.66W00653.95,Team Tosca
730,2019-06-23 13:53:21,650,N3709.66W00653.95,Team Tosca
74,2019-06-23 13:53:21,760,N3709.66W00653.95,Team Tosca
79,2019-06-23 13:53:21,770,N3709.66W00653.95,Team Tosca
775,2019-06-23 13:54:21,331,N3709.66W00653.95,Team Tosca
761,2019-06-23 13:54:21,640,N3709.66W00653.95,Team Tosca
731,2019-06-23 13:54:21,650,N3709.66W00653.95,Team Tosca
74,2019-06-23 13:54:21,760,N3709.66W00653.95,Team Tosca
79,2019-06-23 13:54:21,770,N3709.66W00653.95,Team Tosca
786,2019-06-23 13:55:21,331,N3709.66W00653.95,Team Tosca
761,2019-06-23 13:55:21,640,N3709.66W00653.95,Team Tosca
731,2019-06-23 13:55:21,650,N3709.66W00653.95,Team Tosca
74,2019-06-23 13:55:21,760,N3709.66W00653.95,Team Tosca
79,2019-06-23 13:55:21,770,N3709.66W00653.95,Team Tosca
797,2019-06-23 13:56:21,331,N3709.66W00653.95,Team Tosca
760,2019-06-23 13:56:21,640,N3709.66W00653.95,Team Tosca
731,2019-06-23 13:56:21,650,N3709.66W00653.95,Team Tosca
74,2019-06-23 13:56:21,760,N3709.66W00653.95,Team Tosca
79,2019-06-23 13:56:21,770,N3709.66W00653.95,Team Tosca
808,2019-06-23 13:57:21,331,N3709.66W00653.95,Team Tosca
771,2019-06-23 13:57:21,640,N3709.66W00653.95,Team Tosca
727,2019-06-23 13:57:21,650,N3709.66W00653.95,Team Tosca
73,2019-06-23 13:57:21,760,N3709.66W00653.95,Team Tosca
79,2019-06-23 13:57:21,770,N3709.66W00653.95,Team Tosca
819,2019-06-23 13:58:21,331,N3709.66W00653.95,Team Tosca
761,2019-06-23 13:58:21,640,N3709.66W00653.95,Team Tosca
731,2019-06-23 13:58:21,650,N3709.66W00653.95,Team Tosca
74,2019-06-23 13:58:21,760,N3709.66W00653.95,Team Tosca
79,2019-06-23 13:58:21,770,N3709.66W00653.95,Team Tosca
830,2019-06-23 13:59:21,331,N3709.66W00653.95,Team Tosca
758,2019-06-23 13:59:21,640,N3709.66W00653.95,Team Tosca
731,2019-06-23 13:59:21,650,N3709.66W00653.95,Team Tosca
74,2019-06-23 13:59:21,760,N3709.66W00653.95,Team Tosca
79,2019-06-23 13:59:21,770,N3709.66W00653.95,Team Tosca
841,2019-06-23 14:00:21,331,N3709.66W00653.95,Team Tosca
761,2019-06-23 14:00:21,640,N3709.66W00653.95,Team Tosca
732,2019-06-23 14:00:21,650,N3709.66W00653.95,Team Tosca
74,2019-06-23 14:00:21,760,N3709.66W00653.95,Team Tosca
79,2019-06-23 14:00:21,770,N3709.66W00653.95,Team Tosca
852,2019-06-23 14:01:21,331,N3709.66W00653.95,Team Tosca
762,2019-06-23 14:01:21,640,N3709.66W00653.95,Team Tosca
735,2019-06-23 14:01:21,650,N3709.66W00653.95,Team Tosca
73,2019-06-23 14:01:21,760,N3709.66W00653.95,Team Tosca
78,2019-06-23 14:01:21,770,N3709.66W00653.95,Team Tosca
863,2019-06-23 14:02:21,331,N3709.66W00653.95,Team Tosca
752,2019-06-23 14:02:21,640,N3709.66W00653.95,Team Tosca
731,2019-06-23 14:02:21,650,N3709.66W00653.95,Team Tosca
73,2019-06-23 14:02:21,760,N3709.66W00653.95,Team Tosca
79,2019-06-23 14:02:21,770,N3709.66W00653.95,Team Tosca
874,2019-06-23 14:03:21,331,N3709.66W00653.95,Team Tosca
755,2019-06-23 14:03:21,640,N3709.66W00653.95,Team Tosca
732,2019-06-23 14:03:21,650,N3709.66W00653.95,Team Tosca
74,2019-06-23 14:03:21,760,N3709.66W00653.95,Team Tosca
79,2019-06-23 14:03:21,770,N3709.66W00653.95,Team Tosca
0,2019-06-23 14:04:17,250,-,Team Tosca
769,2019-06-23 14:04:21,640,N3709.66W00653.95,Team Tosca
744,2019-06-23 14:04:21,650,N3709.66W00653.95,Team Tosca
73,2019-06-23 14:04:21,760,N3709.66W00653.95,Team Tosca
79,2019-06-23 14:04:21,770,N3709.66W00653.95,Team Tosca
0,2019-06-23 14:05:02,165,N3709.66W00653.95,Team Tosca
0,2019-06-23 14:05:02,400,-,Team Tosca
0,2019-06-23 14:05:17,160,N3709.66W00653.95,Team Tosca
0,2019-06-23 14:05:17,380,-,Team Tosca
0,2019-06-23 14:05:33,190,-,Team Tosca
884,2019-06-23 14:05:33,330,N3709.66W00653.95,Team Tosca
0,2019-06-23 19:12:02,210,-,Team Tosca
0,2019-06-23 19:12:02,370,-,Team Tosca
0,2019-06-23 19:12:04,150,N3709.66W00653.95,Team Tosca
1,2019-06-23 19:13:46,430,-,Team Tosca
2,2019-06-23 19:13:47,430,-,Team Tosca
0,2019-06-23 19:13:54,390,-,Team Tosca
0,2019-06-23 19:14:03,155,N3709.66W00653.95,Team Tosca
0,2019-06-23 19:14:16,220,N3709.66W00653.95,Team Tosca
0,2019-06-23 19:14:16,805,N3709.66W00653.95,Team Tosca
1,2019-06-23 19:14:33,331,N3709.66W00653.95,Team Tosca
1005,2019-06-23 19:14:33,640,N3709.66W00653.95,Team Tosca
895,2019-06-23 19:14:33,650,N3709.66W00653.95,Team Tosca
100,2019-06-23 19:14:33,760,N3709.66W00653.95,Team Tosca
100,2019-06-23 19:14:33,770,N3709.66W00653.95,Team Tosca
16,2019-06-23 19:15:33,331,N3709.66W00653.95,Team Tosca
1112,2019-06-23 19:15:33,640,N3709.66W00653.95,Team Tosca
982,2019-06-23 19:15:33,650,N3709.66W00653.95,Team Tosca
100,2019-06-23 19:15:33,760,N3709.66W00653.95,Team Tosca
100,2019-06-23 19:15:33,770,N3709.66W00653.95,Team Tosca
35,2019-06-23 19:16:33,331,N3709.66W00653.95,Team Tosca
1125,2019-06-23 19:16:33,640,N3709.66W00653.95,Team Tosca
997,2019-06-23 19:16:33,650,N3709.66W00653.95,Team Tosca
100,2019-06-23 19:16:33,760,N3709.66W00653.95,Team Tosca
100,2019-06-23 19:16:33,770,N3709.66W00653.95,Team Tosca
54,2019-06-23 19:17:33,331,N3709.66W00653.95,Team Tosca
1108,2019-06-23 19:17:33,640,N3709.66W00653.95,Team Tosca
988,2019-06-23 19:17:33,650,N3709.66W00653.95,Team Tosca
96,2019-06-23 19:17:33,760,N3709.66W00653.95,Team Tosca
97,2019-06-23 19:17:33,770,N3709.66W00653.95,Team Tosca
73,2019-06-23 19:18:33,331,N3709.67W00653.95,Team Tosca
1062,2019-06-23 19:18:33,640,N3709.67W00653.95,Team Tosca
959,2019-06-23 19:18:33,650,N3709.67W00653.95,Team Tosca
93,2019-06-23 19:18:33,760,N3709.67W00653.95,Team Tosca
94,2019-06-23 19:18:33,770,N3709.67W00653.95,Team Tosca
92,2019-06-23 19:19:33,331,N3709.67W00653.95,Team Tosca
1018,2019-06-23 19:19:33,640,N3709.67W00653.95,Team Tosca
928,2019-06-23 19:19:33,650,N3709.67W00653.95,Team Tosca
89,2019-06-23 19:19:33,760,N3709.67W00653.95,Team Tosca
92,2019-06-23 19:19:33,770,N3709.67W00653.95,Team Tosca
110,2019-06-23 19:20:33,331,N3709.67W00653.95,Team Tosca
977,2019-06-23 19:20:33,640,N3709.67W00653.95,Team Tosca
902,2019-06-23 19:20:33,650,N3709.67W00653.95,Team Tosca
86,2019-06-23 19:20:33,760,N3709.67W00653.95,Team Tosca
89,2019-06-23 19:20:33,770,N3709.67W00653.95,Team Tosca
129,2019-06-23 19:21:33,331,N3709.66W00653.95,Team Tosca
946,2019-06-23 19:21:33,640,N3709.66W00653.95,Team Tosca
880,2019-06-23 19:21:33,650,N3709.66W00653.95,Team Tosca
84,2019-06-23 19:21:33,760,N3709.66W00653.95,Team Tosca
88,2019-06-23 19:21:33,770,N3709.66W00653.95,Team Tosca
147,2019-06-23 19:22:34,331,N3709.66W00653.95,Team Tosca
918,2019-06-23 19:22:34,640,N3709.66W00653.95,Team Tosca
858,2019-06-23 19:22:34,650,N3709.66W00653.95,Team Tosca
82,2019-06-23 19:22:34,760,N3709.66W00653.95,Team Tosca
86,2019-06-23 19:22:34,770,N3709.66W00653.95,Team Tosca
165,2019-06-23 19:23:34,331,N3709.66W00653.95,Team Tosca
896,2019-06-23 19:23:34,640,N3709.66W00653.95,Team Tosca
842,2019-06-23 19:23:34,650,N3709.66W00653.95,Team Tosca
80,2019-06-23 19:23:34,760,N3709.66W00653.95,Team Tosca
85,2019-06-23 19:23:34,770,N3709.66W00653.95,Team Tosca
183,2019-06-23 19:24:34,331,N3709.66W00653.95,Team Tosca
871,2019-06-23 19:24:34,640,N3709.66W00653.95,Team Tosca
827,2019-06-23 19:24:34,650,N3709.66W00653.95,Team Tosca
79,2019-06-23 19:24:34,760,N3709.66W00653.95,Team Tosca
83,2019-06-23 19:24:34,770,N3709.66W00653.95,Team Tosca
201,2019-06-23 19:25:34,331,N3709.66W00653.95,Team Tosca
855,2019-06-23 19:25:34,640,N3709.66W00653.95,Team Tosca
814,2019-06-23 19:25:34,650,N3709.66W00653.95,Team Tosca
78,2019-06-23 19:25:34,760,N3709.66W00653.95,Team Tosca
82,2019-06-23 19:25:34,770,N3709.66W00653.95,Team Tosca
219,2019-06-23 19:26:34,331,N3709.66W00653.95,Team Tosca
842,2019-06-23 19:26:34,640,N3709.66W00653.95,Team Tosca
805,2019-06-23 19:26:34,650,N3709.66W00653.95,Team Tosca
77,2019-06-23 19:26:34,760,N3709.66W00653.95,Team Tosca
82,2019-06-23 19:26:34,770,N3709.66W00653.95,Team Tosca
0,2019-06-23 19:27:12,810,N3709.66W00653.95,Team Tosca
0,2019-06-23 19:27:12,812,N3709.66W00653.95,Team Tosca
237,2019-06-23 19:27:34,331,N3709.66W00653.95,Team Tosca
828,2019-06-23 19:27:34,640,N3709.66W00653.95,Team Tosca
793,2019-06-23 19:27:34,650,N3709.66W00653.95,Team Tosca
76,2019-06-23 19:27:34,760,N3709.66W00653.95,Team Tosca
81,2019-06-23 19:27:34,770,N3709.66W00653.95,Team Tosca
255,2019-06-23 19:28:34,331,N3709.66W00653.95,Team Tosca
816,2019-06-23 19:28:34,640,N3709.66W00653.95,Team Tosca
778,2019-06-23 19:28:34,650,N3709.66W00653.95,Team Tosca
75,2019-06-23 19:28:34,760,N3709.66W00653.95,Team Tosca
80,2019-06-23 19:28:34,770,N3709.66W00653.95,Team Tosca
273,2019-06-23 19:29:34,331,N3709.66W00653.95,Team Tosca
811,2019-06-23 19:29:34,640,N3709.66W00653.95,Team Tosca
779,2019-06-23 19:29:34,650,N3709.66W00653.95,Team Tosca
75,2019-06-23 19:29:34,760,N3709.66W00653.95,Team Tosca
80,2019-06-23 19:29:34,770,N3709.66W00653.95,Team Tosca
290,2019-06-23 19:30:34,331,N3709.66W00653.95,Team Tosca
802,2019-06-23 19:30:34,640,N3709.66W00653.95,Team Tosca
767,2019-06-23 19:30:34,650,N3709.66W00653.95,Team Tosca
74,2019-06-23 19:30:34,760,N3709.66W00653.95,Team Tosca
79,2019-06-23 19:30:34,770,N3709.66W00653.95,Team Tosca
308,2019-06-23 19:31:34,331,N3709.66W00653.95,Team Tosca
796,2019-06-23 19:31:34,640,N3709.66W00653.95,Team Tosca
767,2019-06-23 19:31:34,650,N3709.66W00653.95,Team Tosca
74,2019-06-23 19:31:34,760,N3709.66W00653.95,Team Tosca
79,2019-06-23 19:31:34,770,N3709.66W00653.95,Team Tosca
325,2019-06-23 19:32:34,331,N3709.66W00653.95,Team Tosca
795,2019-06-23 19:32:34,640,N3709.66W00653.95,Team Tosca
766,2019-06-23 19:32:34,650,N3709.66W00653.95,Team Tosca
74,2019-06-23 19:32:34,760,N3709.66W00653.95,Team Tosca
79,2019-06-23 19:32:34,770,N3709.66W00653.95,Team Tosca
343,2019-06-23 19:33:34,331,N3709.66W00653.95,Team Tosca
786,2019-06-23 19:33:34,640,N3709.66W00653.95,Team Tosca
